gene_id	gene_symbol	biotype
FBgn0031871	Fgop2	protein_coding_gene
FBgn0031872	ihog	protein_coding_gene
FBgn0031873	Gas41	protein_coding_gene
FBgn0031874	CG13775	protein_coding_gene
FBgn0031875	CG3430	protein_coding_gene
FBgn0031876	Atac1	protein_coding_gene
FBgn0031877	Hmgcl	protein_coding_gene
FBgn0031878	sip2	protein_coding_gene
FBgn0031879	uif	protein_coding_gene
FBgn0031881	MME1	protein_coding_gene
FBgn0031882	Rab30	protein_coding_gene
FBgn0031883	Caper	protein_coding_gene
FBgn0031885	Mnn1	protein_coding_gene
FBgn0031886	Nuf2	protein_coding_gene
FBgn0031887	Ugt307A1	protein_coding_gene
FBgn0031888	Pvf2	protein_coding_gene
FBgn0031893	MICU1	protein_coding_gene
FBgn0031894	CG4496	protein_coding_gene
FBgn0031895	CG4497	protein_coding_gene
FBgn0031896	CG4502	protein_coding_gene
FBgn0031897	CG13784	protein_coding_gene
FBgn0031900	CG13786	protein_coding_gene
FBgn0031902	Wnt6	protein_coding_gene
FBgn0031903	Wnt10	protein_coding_gene
FBgn0031904	CG5149	protein_coding_gene
FBgn0031905	gudu	protein_coding_gene
FBgn0031906	CG5160	protein_coding_gene
FBgn0031907	CG5171	protein_coding_gene
FBgn0031908	CG5177	protein_coding_gene
FBgn0031909	CG5181	protein_coding_gene
FBgn0031910	CG15818	protein_coding_gene
FBgn0031913	CG5958	protein_coding_gene
FBgn0031914	CG5973	protein_coding_gene
FBgn0031918	CG6055	protein_coding_gene
FBgn0031920	CG6441	protein_coding_gene
FBgn0031925	Cyp4d21	protein_coding_gene
FBgn0031926	CG6739	protein_coding_gene
FBgn0031929	CG18585	protein_coding_gene
FBgn0031930	CG7025	protein_coding_gene
FBgn0031935	CG13793	protein_coding_gene
FBgn0031936	CG13794	protein_coding_gene
FBgn0031937	CG13795	protein_coding_gene
FBgn0031939	CG13796	protein_coding_gene
FBgn0031940	CG7214	protein_coding_gene
FBgn0031941	ATPsynGL	protein_coding_gene
FBgn0031942	CG7203	protein_coding_gene
FBgn0031945	CG7191	protein_coding_gene
FBgn0031946	CG7164	protein_coding_gene
FBgn0031947	Brd7-9	protein_coding_gene
FBgn0031948	CG7149	protein_coding_gene
FBgn0031950	Herp	protein_coding_gene
FBgn0031951	r2d2	protein_coding_gene
FBgn0031952	Cdc14	protein_coding_gene
FBgn0031954	CG14537	protein_coding_gene
FBgn0031955	CG14535	protein_coding_gene
FBgn0031957	TwdlE	protein_coding_gene
FBgn0031959	spz3	protein_coding_gene
FBgn0031961	CG7102	protein_coding_gene
FBgn0031968	CG7231	protein_coding_gene
FBgn0031969	pes	protein_coding_gene
FBgn0031970	CG7227	protein_coding_gene
FBgn0031971	Sirup	protein_coding_gene
FBgn0031972	Wwox	protein_coding_gene
FBgn0031973	Spn28Dc	protein_coding_gene
FBgn0031974	CG12560	protein_coding_gene
FBgn0031975	Tg	protein_coding_gene
FBgn0031976	CG7367	protein_coding_gene
FBgn0031977	baf	protein_coding_gene
FBgn0031979	CCDC53	protein_coding_gene
FBgn0031980	RpL36A	protein_coding_gene
FBgn0031981	Megf8	protein_coding_gene
FBgn0031985	mon2	protein_coding_gene
FBgn0031986	CG8673	protein_coding_gene
FBgn0031987	CG12375	protein_coding_gene
FBgn0031988	CG8668	protein_coding_gene
FBgn0031990	PAPLA1	protein_coding_gene
FBgn0031992	Acbp1	protein_coding_gene
FBgn0031995	CG8475	protein_coding_gene
FBgn0031996	CG8460	protein_coding_gene
FBgn0031997	PGAP5	protein_coding_gene
FBgn0031998	SLC5A11	protein_coding_gene
FBgn0031999	CG8419	protein_coding_gene
FBgn0032000	CG8372	protein_coding_gene
FBgn0032001	CG8360	protein_coding_gene
FBgn0032002	CG8353	protein_coding_gene
FBgn0032003	CG8349	protein_coding_gene
FBgn0032004	CG8292	protein_coding_gene
FBgn0032005	Snx6	protein_coding_gene
FBgn0032006	Pvr	protein_coding_gene
FBgn0032008	CG14277	protein_coding_gene
FBgn0032010	CG8086	protein_coding_gene
FBgn0032013	Scgalpha	protein_coding_gene
FBgn0032014	CG7840	protein_coding_gene
FBgn0032015	Ostgamma	protein_coding_gene
FBgn0032016	Mettl14	protein_coding_gene
FBgn0032017	CG7810	protein_coding_gene
FBgn0032018	CG7806	protein_coding_gene
FBgn0032020	strat	protein_coding_gene
FBgn0032021	CG7781	protein_coding_gene
FBgn0032022	CG14275	protein_coding_gene
FBgn0032023	CG14274	protein_coding_gene
FBgn0032024	CG14273	protein_coding_gene
FBgn0032025	CG7778	protein_coding_gene
FBgn0032026	CG7627	protein_coding_gene
FBgn0032029	CG17292	protein_coding_gene
FBgn0032030	Wdr82	protein_coding_gene
FBgn0032031	CG13390	protein_coding_gene
FBgn0032032	CG17294	protein_coding_gene
FBgn0032033	CG13392	protein_coding_gene
FBgn0032034	Rcd4	protein_coding_gene
FBgn0032036	CG13384	protein_coding_gene
FBgn0032039	CG13385	protein_coding_gene
FBgn0032040	CG13386	protein_coding_gene
FBgn0032042	CG13398	protein_coding_gene
FBgn0032047	CG13088	protein_coding_gene
FBgn0032048	Dh31	protein_coding_gene
FBgn0032049	Bace	protein_coding_gene
FBgn0032050	CG13096	protein_coding_gene
FBgn0032051	CG13097	protein_coding_gene
FBgn0032052	PIG-U	protein_coding_gene
FBgn0032053	mRpL51	protein_coding_gene
FBgn0032054	Uba4	protein_coding_gene
FBgn0032055	Sgp	protein_coding_gene
FBgn0032057	CG9287	protein_coding_gene
FBgn0032058	CG9289	protein_coding_gene
FBgn0032059	PrBP	protein_coding_gene
FBgn0032061	CatB	protein_coding_gene
FBgn0032065	CG12438	protein_coding_gene
FBgn0032066	LManIII	protein_coding_gene
FBgn0032067	LManIV	protein_coding_gene
FBgn0032068	LManV	protein_coding_gene
FBgn0032069	LManVI	protein_coding_gene
FBgn0032072	CG9483	protein_coding_gene
FBgn0032074	Tsp29Fa	protein_coding_gene
FBgn0032075	Tsp29Fb	protein_coding_gene
FBgn0032076	Argl	protein_coding_gene
FBgn0032077	CG9515	protein_coding_gene
FBgn0032078	C1GalTA	protein_coding_gene
FBgn0032079	CG31886	protein_coding_gene
FBgn0032080	CG9525	protein_coding_gene
FBgn0032082	CG18088	protein_coding_gene
FBgn0032083	CG9541	protein_coding_gene
FBgn0032084	CG13101	protein_coding_gene
FBgn0032085	CG9555	protein_coding_gene
FBgn0032086	CG17906	protein_coding_gene
FBgn0032087	CG9568	protein_coding_gene
FBgn0032088	CG13102	protein_coding_gene
FBgn0032089	Rcd-1r	protein_coding_gene
FBgn0032090	CG9582	protein_coding_gene
FBgn0032094	CG12439	protein_coding_gene
FBgn0032095	Toll-4	protein_coding_gene
FBgn0032096	Or30a	protein_coding_gene
FBgn0032100	CG13108	protein_coding_gene
FBgn0032101	CG9586	protein_coding_gene
FBgn0032104	aust	protein_coding_gene
FBgn0032105	borr	protein_coding_gene
FBgn0032109	CG17005	protein_coding_gene
FBgn0032110	CG3748	protein_coding_gene
FBgn0032111	CG13110	protein_coding_gene
FBgn0032115	CG4438	protein_coding_gene
FBgn0032116	Mco1	protein_coding_gene
FBgn0032117	FucTB	protein_coding_gene
FBgn0032119	CG3769	protein_coding_gene
FBgn0032120	CG33298	protein_coding_gene
FBgn0032122	CG31883	protein_coding_gene
FBgn0032123	Oatp30B	protein_coding_gene
FBgn0032124	CG17855	protein_coding_gene
FBgn0032125	Cpr30B	protein_coding_gene
FBgn0032126	CG13113	protein_coding_gene
FBgn0032127	CG13114	protein_coding_gene
FBgn0032129	jp	protein_coding_gene
FBgn0032130	brwl	protein_coding_gene
FBgn0032131	CG3841	protein_coding_gene
FBgn0032132	CG4382	protein_coding_gene
FBgn0032135	GlcAT-S	protein_coding_gene
FBgn0032136	Apoltp	protein_coding_gene
FBgn0032138	CG4364	protein_coding_gene
FBgn0032139	CG13116	protein_coding_gene
FBgn0032140	CG13117	protein_coding_gene
FBgn0032143	CG4017	protein_coding_gene
FBgn0032144	CG17633	protein_coding_gene
FBgn0032147	IP3K1	protein_coding_gene
FBgn0032149	CG4036	protein_coding_gene
FBgn0032150	CG13123	protein_coding_gene
FBgn0032151	nAChRalpha6	protein_coding_gene
FBgn0032153	CG4537	protein_coding_gene
FBgn0032154	mtDNA-helicase	protein_coding_gene
FBgn0032156	CG13124	protein_coding_gene
FBgn0032157	Etl1	protein_coding_gene
FBgn0032160	CG4598	protein_coding_gene
FBgn0032161	CG4594	protein_coding_gene
FBgn0032162	CG4592	protein_coding_gene
FBgn0032163	TbCMF46	protein_coding_gene
FBgn0032166	CG4619	protein_coding_gene
FBgn0032167	CG5853	protein_coding_gene
FBgn0032168	CG13126	protein_coding_gene
FBgn0032169	CG4709	protein_coding_gene
FBgn0032170	CG4658	protein_coding_gene
FBgn0032171	CG5846	protein_coding_gene
FBgn0032172	CG5850	protein_coding_gene
FBgn0032175	CG13131	protein_coding_gene
FBgn0032176	CG13127	protein_coding_gene
FBgn0032178	Spn31A	protein_coding_gene
FBgn0032181	CG13133	protein_coding_gene
FBgn0032184	CG13135	protein_coding_gene
FBgn0032187	CG4839	protein_coding_gene
FBgn0032188	CG13137	protein_coding_gene
FBgn0032189	Ripalpha	protein_coding_gene
FBgn0032191	Snx17	protein_coding_gene
FBgn0032192	CG5731	protein_coding_gene
FBgn0032193	CG5727	protein_coding_gene
FBgn0032194	ath	protein_coding_gene
FBgn0032195	Bcs1	protein_coding_gene
FBgn0032196	CG5708	protein_coding_gene
FBgn0032197	ova	protein_coding_gene
FBgn0032198	eEF1delta	protein_coding_gene
FBgn0032200	CG5676	protein_coding_gene
FBgn0032202	REPTOR-BP	protein_coding_gene
FBgn0032204	CG4953	protein_coding_gene
FBgn0032205	CG4957	protein_coding_gene
FBgn0032208	Ufd4	protein_coding_gene
FBgn0032209	Hand	protein_coding_gene
FBgn0032210	CYLD	protein_coding_gene
FBgn0032211	CG13138	protein_coding_gene
FBgn0032213	CG5390	protein_coding_gene
FBgn0032214	CG4968	protein_coding_gene
FBgn0032216	Usp14	protein_coding_gene
FBgn0032217	CG4972	protein_coding_gene
FBgn0032218	CG5381	protein_coding_gene
FBgn0032219	CG4995	protein_coding_gene
FBgn0032221	Schip1	protein_coding_gene
FBgn0032222	Cox10	protein_coding_gene
FBgn0032223	GATAd	protein_coding_gene
FBgn0032224	Sps2	protein_coding_gene
FBgn0032225	CG5022	protein_coding_gene
FBgn0032228	CG5367	protein_coding_gene
FBgn0032229	ClpP	protein_coding_gene
FBgn0032230	lft	protein_coding_gene
FBgn0032231	CG5056	protein_coding_gene
FBgn0032233	dpr19	protein_coding_gene
FBgn0032234	gny	protein_coding_gene
FBgn0032235	CG5096	protein_coding_gene
FBgn0032236	mRpS7	protein_coding_gene
FBgn0032240	CG17768	protein_coding_gene
FBgn0032242	CG5355	protein_coding_gene
FBgn0032243	Klp31E	protein_coding_gene
FBgn0032244	RfC3	protein_coding_gene
FBgn0032246	Wdfy2	protein_coding_gene
FBgn0032247	CG5188	protein_coding_gene
FBgn0032248	Bug22	protein_coding_gene
FBgn0032249	TBC1D16	protein_coding_gene
FBgn0032250	holn1	protein_coding_gene
FBgn0032251	Nse4	protein_coding_gene
FBgn0032252	loh	protein_coding_gene
FBgn0032253	LManI	protein_coding_gene
FBgn0032256	RluA-2	protein_coding_gene
FBgn0032258	Cog4	protein_coding_gene
FBgn0032259	CG6144	protein_coding_gene
FBgn0032260	CG13144	protein_coding_gene
FBgn0032261	CG6094	protein_coding_gene
FBgn0032262	CG7384	protein_coding_gene
FBgn0032264	Lip4	protein_coding_gene
FBgn0032265	CG18301	protein_coding_gene
FBgn0032266	CG18302	protein_coding_gene
FBgn0032268	CG6138	protein_coding_gene
FBgn0032269	w-cup	protein_coding_gene
FBgn0032271	CG7329	protein_coding_gene
FBgn0032280	CG17105	protein_coding_gene
FBgn0032281	CG17107	protein_coding_gene
FBgn0032282	CG7299	protein_coding_gene
FBgn0032283	CG7296	protein_coding_gene
FBgn0032284	CG7294	protein_coding_gene
FBgn0032285	CG17108	protein_coding_gene
FBgn0032286	CG7300	protein_coding_gene
FBgn0032287	CG6415	protein_coding_gene
FBgn0032289	CG6431	protein_coding_gene
FBgn0032290	CG6443	protein_coding_gene
FBgn0032291	CG17118	protein_coding_gene
FBgn0032292	EMC3	protein_coding_gene
FBgn0032293	Dpy-30L1	protein_coding_gene
FBgn0032294	Vha16-5	protein_coding_gene
FBgn0032295	CG12299	protein_coding_gene
FBgn0032296	CG6729	protein_coding_gene
FBgn0032297	CG17124	protein_coding_gene
FBgn0032298	CG6724	protein_coding_gene
FBgn0032299	CG17127	protein_coding_gene
FBgn0032303	CG6508	protein_coding_gene
FBgn0032304	CG17134	protein_coding_gene
FBgn0032305	CG6700	protein_coding_gene
FBgn0032311	CG12517	protein_coding_gene
FBgn0032312	CG14071	protein_coding_gene
FBgn0032313	CG14070	protein_coding_gene
FBgn0032314	CG7309	protein_coding_gene
FBgn0032315	CG14069	protein_coding_gene
FBgn0032318	CG14072	protein_coding_gene
FBgn0032321	YL-1	protein_coding_gene
FBgn0032322	CG16743	protein_coding_gene
FBgn0032329	Art8	protein_coding_gene
FBgn0032330	Samuel	protein_coding_gene
FBgn0032331	CG14913	protein_coding_gene
FBgn0032335	CG14915	protein_coding_gene
FBgn0032336	AstC	protein_coding_gene
FBgn0032337	AstCC	protein_coding_gene
FBgn0032338	CG16854	protein_coding_gene
FBgn0032339	Wdr59	protein_coding_gene
FBgn0032341	Reps	protein_coding_gene
FBgn0032343	Idua	protein_coding_gene
FBgn0032345	Dnaaf4	protein_coding_gene
FBgn0032346	Csl4	protein_coding_gene
FBgn0032348	CG4751	protein_coding_gene
FBgn0032350	CG6287	protein_coding_gene
FBgn0032354	Boh2	protein_coding_gene
FBgn0032358	Ppt2	protein_coding_gene
FBgn0032360	CG14926	protein_coding_gene
FBgn0032362	spz4	protein_coding_gene
FBgn0032363	Dlg5	protein_coding_gene
FBgn0032364	CG4970	protein_coding_gene
FBgn0032365	CG14929	protein_coding_gene
FBgn0032366	CG14930	protein_coding_gene
FBgn0032368	spag4	protein_coding_gene
FBgn0032369	CG6614	protein_coding_gene
FBgn0032370	CG12307	protein_coding_gene
FBgn0032371	CG4983	protein_coding_gene
FBgn0032372	CG4988	protein_coding_gene
FBgn0032373	Vha100-5	protein_coding_gene
FBgn0032374	CG14931	protein_coding_gene
FBgn0032375	CG14932	protein_coding_gene
FBgn0032376	Tsp33B	protein_coding_gene
FBgn0032377	CG14937	protein_coding_gene
FBgn0032378	CycY	protein_coding_gene
FBgn0032381	Mal-B1	protein_coding_gene
FBgn0032382	Mal-B2	protein_coding_gene
FBgn0032385	CG16964	protein_coding_gene
FBgn0032387	CG16965	protein_coding_gene
FBgn0032388	CG6686	protein_coding_gene
FBgn0032390	dgt2	protein_coding_gene
FBgn0032391	escl	protein_coding_gene
FBgn0032393	Nfs1	protein_coding_gene
FBgn0032394	Hacd1	protein_coding_gene
FBgn0032395	Wdr81	protein_coding_gene
FBgn0032397	Tom70	protein_coding_gene
FBgn0032398	CG6766	protein_coding_gene
FBgn0032399	CG6785	protein_coding_gene
FBgn0032400	CG6770	protein_coding_gene
FBgn0032401	Plzf	protein_coding_gene
FBgn0032402	PLCXD	protein_coding_gene
FBgn0032404	RpL7-like	protein_coding_gene
FBgn0032405	firl	protein_coding_gene
FBgn0032406	CG14947	protein_coding_gene
FBgn0032407	Pex19	protein_coding_gene
FBgn0032408	CG6712	protein_coding_gene
FBgn0032409	Ced-12	protein_coding_gene
FBgn0032414	CG17211	protein_coding_gene
FBgn0032415	rho-6	protein_coding_gene
FBgn0032416	Gr33a	protein_coding_gene
FBgn0032419	CG17217	protein_coding_gene
FBgn0032420	CG6583	protein_coding_gene
FBgn0032421	crok	protein_coding_gene
FBgn0032422	atilla	protein_coding_gene
FBgn0032424	CG17010	protein_coding_gene
FBgn0032428	Fam92	protein_coding_gene
FBgn0032429	CG5446	protein_coding_gene
FBgn0032430	Trm1	protein_coding_gene
FBgn0032431	CG5435	protein_coding_gene
FBgn0032433	Oatp33Ea	protein_coding_gene
FBgn0032434	CG5421	protein_coding_gene
FBgn0032435	Oatp33Eb	protein_coding_gene
FBgn0032436	CG5418	protein_coding_gene
FBgn0032437	CR17024	pseudogene
FBgn0032439	Ref2	protein_coding_gene
FBgn0032442	Nepl7	protein_coding_gene
FBgn0032444	CCT4	protein_coding_gene
FBgn0032445	CG6153	protein_coding_gene
FBgn0032446	IFT43	protein_coding_gene
FBgn0032447	PICK1	protein_coding_gene
FBgn0032448	CG5781	protein_coding_gene
FBgn0032449	CG17036	protein_coding_gene
FBgn0032450	CG5776	protein_coding_gene
FBgn0032451	spict	protein_coding_gene
FBgn0032452	CG15484	protein_coding_gene
FBgn0032453	CG6180	protein_coding_gene
FBgn0032454	CG5787	protein_coding_gene
FBgn0032455	Pih1D1	protein_coding_gene
FBgn0032456	MRP	protein_coding_gene
FBgn0032457	CG15483	protein_coding_gene
FBgn0032462	CG16800	protein_coding_gene
FBgn0032464	Vha68-3	protein_coding_gene
FBgn0032465	Yip1d1	protein_coding_gene
FBgn0032467	Ube4B	protein_coding_gene
FBgn0032470	Ttc30	protein_coding_gene
FBgn0032471	CG5122	protein_coding_gene
FBgn0032472	CG9928	protein_coding_gene
FBgn0032473	kmg	protein_coding_gene
FBgn0032474	DnaJ-H	protein_coding_gene
FBgn0032475	Sfmbt	protein_coding_gene
FBgn0032476	CG5439	protein_coding_gene
FBgn0032477	Alg7	protein_coding_gene
FBgn0032478	Rsph1	protein_coding_gene
FBgn0032479	CG16974	protein_coding_gene
FBgn0032480	Edem2	protein_coding_gene
FBgn0032481	CG16972	protein_coding_gene
FBgn0032482	Pect	protein_coding_gene
FBgn0032483	CG15482	protein_coding_gene
FBgn0032484	kek4	protein_coding_gene
FBgn0032485	CG9426	protein_coding_gene
FBgn0032486	mRF1	protein_coding_gene
FBgn0032487	Ski6	protein_coding_gene
FBgn0032488	CG16812	protein_coding_gene
FBgn0032489	CG15480	protein_coding_gene
FBgn0032490	CG16813	protein_coding_gene
FBgn0032491	CG16815	protein_coding_gene
FBgn0032492	Prosalpha6T	protein_coding_gene
FBgn0032493	Mabi	protein_coding_gene
FBgn0032494	Jhbp13	protein_coding_gene
FBgn0032495	CG16820	protein_coding_gene
FBgn0032499	Uvrag	protein_coding_gene
FBgn0032503	CG16825	protein_coding_gene
FBgn0032505	CG16826	protein_coding_gene
FBgn0032506	CG9395	protein_coding_gene
FBgn0032507	CG9377	protein_coding_gene
FBgn0032509	CG6523	protein_coding_gene
FBgn0032511	ND-B22	protein_coding_gene
FBgn0032512	Bdp1	protein_coding_gene
FBgn0032513	CG6565	protein_coding_gene
FBgn0032514	CG9302	protein_coding_gene
FBgn0032515	loqs	protein_coding_gene
FBgn0032516	Ing5	protein_coding_gene
FBgn0032517	CG7099	protein_coding_gene
FBgn0032518	RpL24	protein_coding_gene
FBgn0032519	CG16957	protein_coding_gene
FBgn0032520	CG10859	protein_coding_gene
FBgn0032521	CG7110	protein_coding_gene
FBgn0032522	CG16848	protein_coding_gene
FBgn0032523	CG16956	protein_coding_gene
FBgn0032524	Hacd2	protein_coding_gene
FBgn0032525	Hsp60D	protein_coding_gene
FBgn0032530	CG9263	protein_coding_gene
FBgn0032533	CG16888	protein_coding_gene
FBgn0032535	Ance-2	protein_coding_gene
FBgn0032536	Ance-3	protein_coding_gene
FBgn0032538	Vajk2	protein_coding_gene
FBgn0032549	CG4650	protein_coding_gene
FBgn0032551	CG18636	protein_coding_gene
FBgn0032553	CG4480	protein_coding_gene
FBgn0032554	CG15278	protein_coding_gene
FBgn0032563	CG15258	protein_coding_gene
FBgn0032577	CG13244	protein_coding_gene
FBgn0032582	CG13258	protein_coding_gene
FBgn0032585	Nepl8	protein_coding_gene
FBgn0032586	Tpr2	protein_coding_gene
FBgn0032587	CG5953	protein_coding_gene
FBgn0032588	CG5968	protein_coding_gene
FBgn0032590	CG4631	protein_coding_gene
FBgn0032593	Trpgamma	protein_coding_gene
FBgn0032595	CG17996	protein_coding_gene
FBgn0032596	Prosbeta4	protein_coding_gene
FBgn0032597	Nubp1	protein_coding_gene
FBgn0032598	ChLD3	protein_coding_gene
FBgn0032600	BuGZ	protein_coding_gene
FBgn0032601	yellow-b	protein_coding_gene
FBgn0032602	ppk17	protein_coding_gene
FBgn0032603	CG17928	protein_coding_gene
FBgn0032609	CG13280	protein_coding_gene
FBgn0032612	CG13282	protein_coding_gene
FBgn0032613	Nepl9	protein_coding_gene
FBgn0032614	CG13284	protein_coding_gene
FBgn0032615	CG6012	protein_coding_gene
FBgn0032618	CG31743	protein_coding_gene
FBgn0032620	CG12288	protein_coding_gene
FBgn0032624	CG6304	protein_coding_gene
FBgn0032625	CG15136	protein_coding_gene
FBgn0032626	CG12620	protein_coding_gene
FBgn0032629	beat-IIIc	protein_coding_gene
FBgn0032631	CG15140	protein_coding_gene
FBgn0032632	CG6380	protein_coding_gene
FBgn0032633	Lrch	protein_coding_gene
FBgn0032634	Polr2J	protein_coding_gene
FBgn0032635	CG15141	protein_coding_gene
FBgn0032636	CG5043	protein_coding_gene
FBgn0032637	CG5050	protein_coding_gene
FBgn0032638	SPH93	protein_coding_gene
FBgn0032639	CG18563	protein_coding_gene
FBgn0032640	Sgt	protein_coding_gene
FBgn0032642	Lamtor3	protein_coding_gene
FBgn0032643	GCS2beta	protein_coding_gene
FBgn0032644	CG5131	protein_coding_gene
FBgn0032645	CG15142	protein_coding_gene
FBgn0032646	mEFTs	protein_coding_gene
FBgn0032647	CG15143	protein_coding_gene
FBgn0032648	CG15144	protein_coding_gene
FBgn0032649	CG15145	protein_coding_gene
FBgn0032650	CG7094	protein_coding_gene
FBgn0032651	Oli	protein_coding_gene
FBgn0032652	CG6870	protein_coding_gene
FBgn0032654	CG15147	protein_coding_gene
FBgn0032656	CG5674	protein_coding_gene
FBgn0032658	CG5681	protein_coding_gene
FBgn0032660	elfless	protein_coding_gene
FBgn0032663	CG15153	protein_coding_gene
FBgn0032664	Slc25A46b	protein_coding_gene
FBgn0032665	CG15152	protein_coding_gene
FBgn0032666	CG5758	protein_coding_gene
FBgn0032668	CG17681	protein_coding_gene
FBgn0032669	CG15155	protein_coding_gene
FBgn0032670	CG5783	protein_coding_gene
FBgn0032671	JMJD4	protein_coding_gene
FBgn0032677	CG5790	protein_coding_gene
FBgn0032680	Ntf-2r	protein_coding_gene
FBgn0032681	CG10283	protein_coding_gene
FBgn0032682	grnd	protein_coding_gene
FBgn0032683	kon	protein_coding_gene
FBgn0032684	Ugt301D1	protein_coding_gene
FBgn0032685	CG10211	protein_coding_gene
FBgn0032688	CG15160	protein_coding_gene
FBgn0032689	CG10413	protein_coding_gene
FBgn0032690	CG10333	protein_coding_gene
FBgn0032691	Atac2	protein_coding_gene
FBgn0032692	IFT46	protein_coding_gene
FBgn0032693	Cyp310a1	protein_coding_gene
FBgn0032694	MESR3	protein_coding_gene
FBgn0032698	CG10336	protein_coding_gene
FBgn0032699	CG10383	protein_coding_gene
FBgn0032700	CG10338	protein_coding_gene
FBgn0032701	CG10341	protein_coding_gene
FBgn0032702	CG10376	protein_coding_gene
FBgn0032703	CG10343	protein_coding_gene
FBgn0032704	Jwa	protein_coding_gene
FBgn0032705	Grip71	protein_coding_gene
FBgn0032706	Irk3	protein_coding_gene
FBgn0032707	CG10348	protein_coding_gene
FBgn0032709	CG15167	protein_coding_gene
FBgn0032713	Ugt36D1	protein_coding_gene
FBgn0032715	CG17597	protein_coding_gene
FBgn0032717	CG10600	protein_coding_gene
FBgn0032719	CG17321	protein_coding_gene
FBgn0032720	mRpL13	protein_coding_gene
FBgn0032721	CG10602	protein_coding_gene
FBgn0032723	ssp3	protein_coding_gene
FBgn0032724	CG10428	protein_coding_gene
FBgn0032725	Nedd8	protein_coding_gene
FBgn0032726	CG10621	protein_coding_gene
FBgn0032727	CG10623	protein_coding_gene
FBgn0032728	Tango6	protein_coding_gene
FBgn0032729	L2HGDH	protein_coding_gene
FBgn0032730	CG10431	protein_coding_gene
FBgn0032731	Swip-1	protein_coding_gene
FBgn0032732	EMC5	protein_coding_gene
FBgn0032733	CG15170	protein_coding_gene
FBgn0032734	CG15169	protein_coding_gene
FBgn0032740	CG15172	protein_coding_gene
FBgn0032741	Sidpn	protein_coding_gene
FBgn0032744	Ttc19	protein_coding_gene
FBgn0032746	CG10470	protein_coding_gene
FBgn0032748	CG10492	protein_coding_gene
FBgn0032749	Phlpp	protein_coding_gene
FBgn0032750	CG10495	protein_coding_gene
FBgn0032751	CG17343	protein_coding_gene
FBgn0032752	CG10702	protein_coding_gene
FBgn0032753	CG17572	protein_coding_gene
FBgn0032754	CG10700	protein_coding_gene
FBgn0032755	CG17344	protein_coding_gene
FBgn0032763	CG17568	protein_coding_gene
FBgn0032768	CG17564	protein_coding_gene
FBgn0032769	CG10750	protein_coding_gene
FBgn0032770	CG13086	protein_coding_gene
FBgn0032771	CG17349	protein_coding_gene
FBgn0032772	CG17350	protein_coding_gene
FBgn0032773	fon	protein_coding_gene
FBgn0032774	CG17549	protein_coding_gene
FBgn0032775	CG17544	protein_coding_gene
FBgn0032779	Alp12	protein_coding_gene
FBgn0032780	CG13085	protein_coding_gene
FBgn0032781	RtcB	protein_coding_gene
FBgn0032782	Rab9	protein_coding_gene
FBgn0032783	CG10237	protein_coding_gene
FBgn0032785	CG10026	protein_coding_gene
FBgn0032787	CG10195	protein_coding_gene
FBgn0032788	CG13084	protein_coding_gene
FBgn0032789	CG13083	protein_coding_gene
FBgn0032790	CG10194	protein_coding_gene
FBgn0032791	CG18094	protein_coding_gene
FBgn0032793	CG10189	protein_coding_gene
FBgn0032796	cyst	protein_coding_gene
FBgn0032797	Hasp	protein_coding_gene
FBgn0032798	CG10132	protein_coding_gene
FBgn0032799	Dpm1	protein_coding_gene
FBgn0032800	CG10137	protein_coding_gene
FBgn0032801	CG10165	protein_coding_gene
FBgn0032803	CG13082	protein_coding_gene
FBgn0032804	CG13081	protein_coding_gene
FBgn0032805	CG10337	protein_coding_gene
FBgn0032809	CG13078	protein_coding_gene
FBgn0032810	CG13077	protein_coding_gene
FBgn0032811	Pmvk	protein_coding_gene
FBgn0032812	Hakai	protein_coding_gene
FBgn0032813	PCNA2	protein_coding_gene
FBgn0032814	CG10366	protein_coding_gene
FBgn0032815	CG10462	protein_coding_gene
FBgn0032816	Nf-YB	protein_coding_gene
FBgn0032817	CG10631	protein_coding_gene
FBgn0032818	CG10628	protein_coding_gene
FBgn0032819	CG10463	protein_coding_gene
FBgn0032820	fbp	protein_coding_gene
FBgn0032821	CdGAPr	protein_coding_gene
FBgn0032822	CG10466	protein_coding_gene
FBgn0032824	CG13962	protein_coding_gene
FBgn0032827	CG10481	protein_coding_gene
FBgn0032833	COX4	protein_coding_gene
FBgn0032834	CG13965	protein_coding_gene
FBgn0032835	CG16772	protein_coding_gene
FBgn0032836	CG10680	protein_coding_gene
FBgn0032839	AANATL3	protein_coding_gene
FBgn0032840	sNPF	protein_coding_gene
FBgn0032843	CG10730	protein_coding_gene
FBgn0032845	CG10747	protein_coding_gene
FBgn0032846	Pyroxd1	protein_coding_gene
FBgn0032847	Taf13	protein_coding_gene
FBgn0032848	nesd	protein_coding_gene
FBgn0032849	mRpS18B	protein_coding_gene
FBgn0032850	Kua	protein_coding_gene
FBgn0032851	CG13970	protein_coding_gene
FBgn0032853	CG10651	protein_coding_gene
FBgn0032856	CG16798	protein_coding_gene
FBgn0032857	CG10947	protein_coding_gene
FBgn0032858	CG10949	protein_coding_gene
FBgn0032859	Arpc2	protein_coding_gene
FBgn0032860	CG15130	protein_coding_gene
FBgn0032863	Cdc23	protein_coding_gene
FBgn0032864	CG2493	protein_coding_gene
