gene_id	gene_symbol	biotype
FBgn0259231	CCKLR-17D1	protein_coding_gene
FBgn0259233	CG42331	protein_coding_gene
FBgn0259236	comm3	protein_coding_gene
FBgn0259237	CG42335	protein_coding_gene
FBgn0259238	CG42336	protein_coding_gene
FBgn0259239	CG42337	protein_coding_gene
FBgn0259241	CG42339	protein_coding_gene
FBgn0259242	CG42340	protein_coding_gene
FBgn0259243	Pka-R1	protein_coding_gene
FBgn0259244	CG42342	protein_coding_gene
FBgn0259245	DIP-beta	protein_coding_gene
FBgn0259246	brp	protein_coding_gene
FBgn0259481	Mob2	protein_coding_gene
FBgn0259482	Mob3	protein_coding_gene
FBgn0259483	Mob4	protein_coding_gene
FBgn0259676	Prim2	protein_coding_gene
FBgn0259677	CG42346	protein_coding_gene
FBgn0259678	sqa	protein_coding_gene
FBgn0259682	Jabba	protein_coding_gene
FBgn0259683	Ir40a	protein_coding_gene
FBgn0259685	crb	protein_coding_gene
FBgn0259699	CG42353	protein_coding_gene
FBgn0259700	CG42354	protein_coding_gene
FBgn0259701	CG42355	protein_coding_gene
FBgn0259702	CG42356	protein_coding_gene
FBgn0259703	CG42357	protein_coding_gene
FBgn0259704	Nsun5	protein_coding_gene
FBgn0259705	CG42359	protein_coding_gene
FBgn0259707	CG42361	protein_coding_gene
FBgn0259708	CG42362	protein_coding_gene
FBgn0259709	CG42363	protein_coding_gene
FBgn0259710	CG42364	protein_coding_gene
FBgn0259711	CG42365	protein_coding_gene
FBgn0259712	CG42366	protein_coding_gene
FBgn0259713	CG42367	protein_coding_gene
FBgn0259714	DIP-epsilon	protein_coding_gene
FBgn0259715	CG42369	protein_coding_gene
FBgn0259716	Nepl6	protein_coding_gene
FBgn0259717	CG42371	protein_coding_gene
FBgn0259718	CG42372	protein_coding_gene
FBgn0259720	CG42374	protein_coding_gene
FBgn0259721	CG42375	protein_coding_gene
FBgn0259722	CG42376	protein_coding_gene
FBgn0259725	CG42379	protein_coding_gene
FBgn0259726	CG42380	protein_coding_gene
FBgn0259727	CG42381	protein_coding_gene
FBgn0259728	CG42382	protein_coding_gene
FBgn0259729	CG42383	protein_coding_gene
FBgn0259730	tal-1A	protein_coding_gene
FBgn0259731	tal-2A	protein_coding_gene
FBgn0259732	tal-3A	protein_coding_gene
FBgn0259733	tal-AA	protein_coding_gene
FBgn0259734	Nost	protein_coding_gene
FBgn0259735	mtgo	protein_coding_gene
FBgn0259736	CG42390	protein_coding_gene
FBgn0259737	CG42391	protein_coding_gene
FBgn0259738	CG42392	protein_coding_gene
FBgn0259739	CG42393	protein_coding_gene
FBgn0259740	CG42394	protein_coding_gene
FBgn0259741	CG42395	protein_coding_gene
FBgn0259742	CG42360	protein_coding_gene
FBgn0259745	wech	protein_coding_gene
FBgn0259748	CG42397	protein_coding_gene
FBgn0259749	mmy	protein_coding_gene
FBgn0259785	pzg	protein_coding_gene
FBgn0259789	zld	protein_coding_gene
FBgn0259791	bora	protein_coding_gene
FBgn0259794	sinah	protein_coding_gene
FBgn0259795	loopin-1	protein_coding_gene
FBgn0259817	SteXh:CG42398	protein_coding_gene
FBgn0259818	CG42399	protein_coding_gene
FBgn0259821	CG42402	protein_coding_gene
FBgn0259823	CG42404	protein_coding_gene
FBgn0259824	Hip14	protein_coding_gene
FBgn0259831	CG34309	protein_coding_gene
FBgn0259832	CG34229	protein_coding_gene
FBgn0259834	out	protein_coding_gene
FBgn0259837	Su(Ste):CR42406	lncRNA_gene
FBgn0259838	Su(Ste):CR42407	lncRNA_gene
FBgn0259839	Su(Ste):CR42408	lncRNA_gene
FBgn0259840	Su(Ste):CR42409	lncRNA_gene
FBgn0259841	Su(Ste):CR42410	lncRNA_gene
FBgn0259842	Su(Ste):CR42411	lncRNA_gene
FBgn0259843	Su(Ste):CR42412	lncRNA_gene
FBgn0259845	Su(Ste):CR42414	lncRNA_gene
FBgn0259846	Su(Ste):CR42415	lncRNA_gene
FBgn0259847	Su(Ste):CR42416	lncRNA_gene
FBgn0259848	Su(Ste):CR42417	lncRNA_gene
FBgn0259849	Su(Ste):CR42418	lncRNA_gene
FBgn0259850	Su(Ste):CR42419	lncRNA_gene
FBgn0259851	Su(Ste):CR42420	lncRNA_gene
FBgn0259852	Su(Ste):CR42421	lncRNA_gene
FBgn0259853	Su(Ste):CR42422	lncRNA_gene
FBgn0259855	Su(Ste):CR42424	lncRNA_gene
FBgn0259856	Su(Ste):CR42425	lncRNA_gene
FBgn0259857	Su(Ste):CR42426	lncRNA_gene
FBgn0259858	Su(Ste):CR42427	lncRNA_gene
FBgn0259859	Su(Ste):CR42428	lncRNA_gene
FBgn0259860	Su(Ste):CR42429	lncRNA_gene
FBgn0259861	Su(Ste):CR42430	lncRNA_gene
FBgn0259862	Su(Ste):CR42431	lncRNA_gene
FBgn0259863	Su(Ste):CR42432	lncRNA_gene
FBgn0259864	Su(Ste):CR42433	lncRNA_gene
FBgn0259869	Su(Ste):CR42438	lncRNA_gene
FBgn0259870	Su(Ste):CR42439	lncRNA_gene
FBgn0259875	Su(Ste):CR42444	lncRNA_gene
FBgn0259876	Cap-G	protein_coding_gene
FBgn0259878	Fs	protein_coding_gene
FBgn0259896	NimC1	protein_coding_gene
FBgn0259916	CG42445	protein_coding_gene
FBgn0259917	CG42446	protein_coding_gene
FBgn0259918	inaF-B	protein_coding_gene
FBgn0259922	Skadu	protein_coding_gene
FBgn0259923	Septin4	protein_coding_gene
FBgn0259926	CG42449	protein_coding_gene
FBgn0259927	CG42450	protein_coding_gene
FBgn0259932	CG42455	protein_coding_gene
FBgn0259933	Dpm2	protein_coding_gene
FBgn0259935	CG42458	protein_coding_gene
FBgn0259936	Uhg3	lncRNA_gene
FBgn0259937	Nop60B	protein_coding_gene
FBgn0259938	cwo	protein_coding_gene
FBgn0259949	Sfp23F	protein_coding_gene
FBgn0259950	CG42460	protein_coding_gene
FBgn0259951	Sfp24Ba	protein_coding_gene
FBgn0259952	Sfp24Bb	protein_coding_gene
FBgn0259953	Sfp24Bd	protein_coding_gene
FBgn0259954	CG42464	protein_coding_gene
FBgn0259955	CG42465	protein_coding_gene
FBgn0259956	Sfp24C1	protein_coding_gene
FBgn0259957	CG42467	protein_coding_gene
FBgn0259958	Sfp24F	protein_coding_gene
FBgn0259959	Sfp26Ac	protein_coding_gene
FBgn0259960	CG42470	protein_coding_gene
FBgn0259961	CG42471	protein_coding_gene
FBgn0259962	Sfp33A1	protein_coding_gene
FBgn0259963	Sfp33A2	protein_coding_gene
FBgn0259964	Sfp33A3	protein_coding_gene
FBgn0259965	Sfp35C	protein_coding_gene
FBgn0259966	Sfp51E	protein_coding_gene
FBgn0259967	Sfp53D	protein_coding_gene
FBgn0259968	Sfp60F	protein_coding_gene
FBgn0259969	Sfp65A	protein_coding_gene
FBgn0259970	Sfp70A4	protein_coding_gene
FBgn0259971	CG42481	protein_coding_gene
FBgn0259972	Sfp77F	protein_coding_gene
FBgn0259973	Sfp79B	protein_coding_gene
FBgn0259974	Sfp84E	protein_coding_gene
FBgn0259975	Sfp87B	protein_coding_gene
FBgn0259977	Tdc1	protein_coding_gene
FBgn0259978	vlc	protein_coding_gene
FBgn0259982	Uxt	protein_coding_gene
FBgn0259984	kuz	protein_coding_gene
FBgn0259985	Mppe	protein_coding_gene
FBgn0259986	nab	protein_coding_gene
FBgn0259989	CG42486	protein_coding_gene
FBgn0259990	CG42487	protein_coding_gene
FBgn0259991	CG42488	protein_coding_gene
FBgn0259992	CG42489	protein_coding_gene
FBgn0259993	lncRNA:CR42491	lncRNA_gene
FBgn0259994	OtopLa	protein_coding_gene
FBgn0259996	lncRNA:CR40341	lncRNA_gene
FBgn0259998	CG17571	protein_coding_gene
FBgn0260000	CG17570	protein_coding_gene
FBgn0260002	snoRNA:Me28S-U2134b	snoRNA_gene
FBgn0260003	Dys	protein_coding_gene
FBgn0260004	Snmp1	protein_coding_gene
FBgn0260005	wtrw	protein_coding_gene
FBgn0260006	drd	protein_coding_gene
FBgn0260007	CG42493	protein_coding_gene
FBgn0260008	UQCR-11	protein_coding_gene
FBgn0260011	NimC4	protein_coding_gene
FBgn0260012	pds5	protein_coding_gene
FBgn0260026	CG42494	protein_coding_gene
FBgn0260027	CG42495	protein_coding_gene
FBgn0260049	flr	protein_coding_gene
FBgn0260222	CG42496	protein_coding_gene
FBgn0260223	CG42497	protein_coding_gene
FBgn0260224	Tcs6	protein_coding_gene
FBgn0260225	CR42499	pseudogene
FBgn0260226	CG42500	protein_coding_gene
FBgn0260228	CG42502	protein_coding_gene
FBgn0260229	Mocs2A	protein_coding_gene
FBgn0260230	CG42504	protein_coding_gene
FBgn0260231	CG42505	protein_coding_gene
FBgn0260233	CG42507	protein_coding_gene
FBgn0260234	Xport-B	protein_coding_gene
FBgn0260237	BBIP1	protein_coding_gene
FBgn0260238	CG42512	protein_coding_gene
FBgn0260243	E(var)3-9	protein_coding_gene
FBgn0260386	mtg	protein_coding_gene
FBgn0260388	CG42514	protein_coding_gene
FBgn0260390	CG42516	protein_coding_gene
FBgn0260392	CG42518	protein_coding_gene
FBgn0260393	CG17147	protein_coding_gene
FBgn0260396	CG42521	protein_coding_gene
FBgn0260397	Su(var)3-3	protein_coding_gene
FBgn0260398	Pbp49	protein_coding_gene
FBgn0260399	gwl	protein_coding_gene
FBgn0260400	elav	protein_coding_gene
FBgn0260401	MED9	protein_coding_gene
FBgn0260407	mRpS23	protein_coding_gene
FBgn0260428	CG42523	protein_coding_gene
FBgn0260429	CG42524	protein_coding_gene
FBgn0260430	CG42525	protein_coding_gene
FBgn0260431	CG42526	protein_coding_gene
FBgn0260434	CG42529	protein_coding_gene
FBgn0260435	CR42530	pseudogene
FBgn0260436	CG42531	protein_coding_gene
FBgn0260437	CR42532	pseudogene
FBgn0260439	Pp2A-29B	protein_coding_gene
FBgn0260440	spdo	protein_coding_gene
FBgn0260442	rhea	protein_coding_gene
FBgn0260444	Not10	protein_coding_gene
FBgn0260446	GABA-B-R1	protein_coding_gene
FBgn0260447	CR11386	pseudogene
FBgn0260450	CalpC	protein_coding_gene
FBgn0260451	CG14042	protein_coding_gene
FBgn0260452	CG13984	protein_coding_gene
FBgn0260453	CG17140	protein_coding_gene
FBgn0260454	CG17139	protein_coding_gene
FBgn0260455	CG10332	protein_coding_gene
FBgn0260456	CG4806	protein_coding_gene
FBgn0260458	PGRP-LD	protein_coding_gene
FBgn0260459	CG14106	protein_coding_gene
FBgn0260461	Rcd7	protein_coding_gene
FBgn0260462	CtsF	protein_coding_gene
FBgn0260463	Unc-115b	protein_coding_gene
FBgn0260464	CG9288	protein_coding_gene
FBgn0260466	Indy-2	protein_coding_gene
FBgn0260467	CG7071	protein_coding_gene
FBgn0260468	CG7950	protein_coding_gene
FBgn0260469	CR14578	pseudogene
FBgn0260470	SP555	protein_coding_gene
FBgn0260474	CG30002	protein_coding_gene
FBgn0260475	CG30059	protein_coding_gene
FBgn0260477	CG30283	protein_coding_gene
FBgn0260479	CG31904	protein_coding_gene
FBgn0260480	CG32295	protein_coding_gene
FBgn0260481	CG32454	protein_coding_gene
FBgn0260482	CG32599	protein_coding_gene
FBgn0260484	HIP	protein_coding_gene
FBgn0260486	Ziz	protein_coding_gene
FBgn0260487	CG42534	protein_coding_gene
FBgn0260499	qvr	protein_coding_gene
FBgn0260632	dl	protein_coding_gene
FBgn0260634	eIF4G2	protein_coding_gene
FBgn0260635	Diap1	protein_coding_gene
FBgn0260639	gammaTub23C	protein_coding_gene
FBgn0260642	Antp	protein_coding_gene
FBgn0260643	CG42535	protein_coding_gene
FBgn0260644	CG42536	protein_coding_gene
FBgn0260645	CG42537	protein_coding_gene
FBgn0260646	CG42538	protein_coding_gene
FBgn0260648	Rrp40	protein_coding_gene
FBgn0260653	serp	protein_coding_gene
FBgn0260655	l(3)76BDm	protein_coding_gene
FBgn0260657	CG42540	protein_coding_gene
FBgn0260658	CG42541	protein_coding_gene
FBgn0260659	CG42542	protein_coding_gene
FBgn0260660	Mp	protein_coding_gene
FBgn0260713	CG42544	protein_coding_gene
FBgn0260718	CR42545	pseudogene
FBgn0260719	CR42546	pseudogene
FBgn0260720	asRNA:CR42547	antisense_lncRNA_gene
FBgn0260721	CR42548	pseudogene
FBgn0260722	lncRNA:CR42549	lncRNA_gene
FBgn0260741	CG3281	protein_coding_gene
FBgn0260742	CG12213	protein_coding_gene
FBgn0260743	GC1	protein_coding_gene
FBgn0260744	Tango9	protein_coding_gene
FBgn0260745	mfas	protein_coding_gene
FBgn0260746	Ect3	protein_coding_gene
FBgn0260747	Chchd2	protein_coding_gene
FBgn0260748	CG5004	protein_coding_gene
FBgn0260749	Utx	protein_coding_gene
FBgn0260750	Mulk	protein_coding_gene
FBgn0260753	Pdfr	protein_coding_gene
FBgn0260755	CG42553	protein_coding_gene
FBgn0260756	CG42554	protein_coding_gene
FBgn0260758	CG42556	protein_coding_gene
FBgn0260759	CG42557	protein_coding_gene
FBgn0260760	CG42558	protein_coding_gene
FBgn0260761	CG42559	protein_coding_gene
FBgn0260762	CG42560	protein_coding_gene
FBgn0260763	CG42561	protein_coding_gene
FBgn0260764	CG42562	protein_coding_gene
FBgn0260766	CG42564	protein_coding_gene
FBgn0260767	CG42565	protein_coding_gene
FBgn0260768	CG42566	protein_coding_gene
FBgn0260770	CG42568	protein_coding_gene
FBgn0260771	Larp7	protein_coding_gene
FBgn0260775	DnaJ-60	protein_coding_gene
FBgn0260776	CG42570	protein_coding_gene
FBgn0260777	CG42571	protein_coding_gene
FBgn0260779	GatA	protein_coding_gene
FBgn0260780	wisp	protein_coding_gene
FBgn0260789	mxc	protein_coding_gene
FBgn0260793	2mit	protein_coding_gene
FBgn0260794	ctrip	protein_coding_gene
FBgn0260795	NaPi-III	protein_coding_gene
FBgn0260798	Gprk1	protein_coding_gene
FBgn0260799	p120ctn	protein_coding_gene
FBgn0260812	inaF-D	protein_coding_gene
FBgn0260817	gkt	protein_coding_gene
FBgn0260855	Sec22	protein_coding_gene
FBgn0260856	Membrin	protein_coding_gene
FBgn0260857	Bet1	protein_coding_gene
FBgn0260858	Ykt6	protein_coding_gene
FBgn0260859	Bet3	protein_coding_gene
FBgn0260860	Bet5	protein_coding_gene
FBgn0260861	Trs23	protein_coding_gene
FBgn0260862	Vti1a	protein_coding_gene
FBgn0260866	dnr1	protein_coding_gene
FBgn0260867	CG42577	protein_coding_gene
FBgn0260868	CG42578	protein_coding_gene
FBgn0260869	CG42579	protein_coding_gene
FBgn0260870	CG42580	protein_coding_gene
FBgn0260871	CG42581	protein_coding_gene
FBgn0260873	CG42583	protein_coding_gene
FBgn0260874	Ir76a	protein_coding_gene
FBgn0260932	cuff	protein_coding_gene
FBgn0260933	rempA	protein_coding_gene
FBgn0260934	par-1	protein_coding_gene
FBgn0260935	Vps15	protein_coding_gene
FBgn0260936	scny	protein_coding_gene
FBgn0260938	tay	protein_coding_gene
FBgn0260940	lsn	protein_coding_gene
FBgn0260941	app	protein_coding_gene
FBgn0260942	bond	protein_coding_gene
FBgn0260943	Rbp6	protein_coding_gene
FBgn0260944	Rbp1	protein_coding_gene
FBgn0260945	Atg1	protein_coding_gene
FBgn0260953	CG42585	protein_coding_gene
FBgn0260954	CG42586	protein_coding_gene
FBgn0260955	CG42587	protein_coding_gene
FBgn0260959	MCPH1	protein_coding_gene
FBgn0260960	Baldspot	protein_coding_gene
FBgn0260962	pic	protein_coding_gene
FBgn0260964	Vmat	protein_coding_gene
FBgn0260965	CG42588	protein_coding_gene
FBgn0260967	CG42590	protein_coding_gene
FBgn0260968	CG42591	protein_coding_gene
FBgn0260969	CG42592	protein_coding_gene
FBgn0260970	Ubr3	protein_coding_gene
FBgn0260971	CG42594	protein_coding_gene
FBgn0260972	alc	protein_coding_gene
FBgn0260985	RfC4	protein_coding_gene
FBgn0260986	mei-38	protein_coding_gene
FBgn0260987	vtd	protein_coding_gene
FBgn0260990	yata	protein_coding_gene
FBgn0260991	Incenp	protein_coding_gene
FBgn0260995	dpr21	protein_coding_gene
FBgn0260996	CG42597	protein_coding_gene
FBgn0260997	CG42598	protein_coding_gene
FBgn0261004	asl	protein_coding_gene
FBgn0261006	snoRNA:83E4-5	C_D_box_snoRNA_gene
FBgn0261015	Pif1A	protein_coding_gene
FBgn0261016	clos	protein_coding_gene
FBgn0261019	moi	protein_coding_gene
FBgn0261020	wol	protein_coding_gene
FBgn0261041	stj	protein_coding_gene
FBgn0261046	Dscam3	protein_coding_gene
FBgn0261049	Vps45	protein_coding_gene
FBgn0261053	Cad86C	protein_coding_gene
FBgn0261054	Sfp24Bc	protein_coding_gene
FBgn0261055	Sfp26Ad	protein_coding_gene
FBgn0261057	Sfp36F	protein_coding_gene
FBgn0261058	Sfp38D	protein_coding_gene
FBgn0261059	Sfp78E	protein_coding_gene
FBgn0261060	Sfp93F	protein_coding_gene
FBgn0261061	Sfp96F	protein_coding_gene
FBgn0261064	Rbsn-5	protein_coding_gene
FBgn0261065	Cpsf73	protein_coding_gene
FBgn0261067	LSm1	protein_coding_gene
FBgn0261068	LSm7	protein_coding_gene
FBgn0261085	Syt12	protein_coding_gene
FBgn0261086	Syt14	protein_coding_gene
FBgn0261089	Sytalpha	protein_coding_gene
FBgn0261090	Sytbeta	protein_coding_gene
FBgn0261108	Atg13	protein_coding_gene
FBgn0261109	mrn	protein_coding_gene
FBgn0261111	BHD	protein_coding_gene
FBgn0261112	APP-BP1	protein_coding_gene
FBgn0261113	Xrp1	protein_coding_gene
FBgn0261119	Prp19	protein_coding_gene
FBgn0261238	Alh	protein_coding_gene
FBgn0261239	Hr39	protein_coding_gene
FBgn0261243	Psa	protein_coding_gene
FBgn0261244	inaE	protein_coding_gene
FBgn0261245	sing	protein_coding_gene
FBgn0261258	rgn	protein_coding_gene
FBgn0261260	mgl	protein_coding_gene
FBgn0261261	plx	protein_coding_gene
FBgn0261262	CG42613	protein_coding_gene
FBgn0261266	zuc	protein_coding_gene
FBgn0261267	CG42615	protein_coding_gene
FBgn0261268	Cul3	protein_coding_gene
FBgn0261269	conv	protein_coding_gene
FBgn0261270	Sps1	protein_coding_gene
FBgn0261274	Ero1L	protein_coding_gene
FBgn0261276	Opa1	protein_coding_gene
FBgn0261277	rtv	protein_coding_gene
FBgn0261278	grp	protein_coding_gene
FBgn0261279	lqfR	protein_coding_gene
FBgn0261283	SREBP	protein_coding_gene
FBgn0261284	bou	protein_coding_gene
FBgn0261285	Ppcs	protein_coding_gene
FBgn0261286	Mat89Ba	protein_coding_gene
FBgn0261287	ymp	protein_coding_gene
FBgn0261289	CheB98a	protein_coding_gene
FBgn0261290	CheA84a	protein_coding_gene
FBgn0261291	CheA86a	protein_coding_gene
FBgn0261292	CheB53a	protein_coding_gene
FBgn0261293	CheB53b	protein_coding_gene
FBgn0261294	CheB74a	protein_coding_gene
FBgn0261341	verm	protein_coding_gene
FBgn0261349	Mst36Fb	protein_coding_gene
FBgn0261353	Ccdc56	protein_coding_gene
FBgn0261356	CG42633	protein_coding_gene
FBgn0261357	CG42634	protein_coding_gene
FBgn0261358	CG42635	protein_coding_gene
FBgn0261360	CG42637	protein_coding_gene
FBgn0261361	CG42638	protein_coding_gene
FBgn0261363	PPO3	protein_coding_gene
FBgn0261373	CG33228	protein_coding_gene
FBgn0261380	mRpL37	protein_coding_gene
FBgn0261381	mtTFB1	protein_coding_gene
FBgn0261383	IntS6	protein_coding_gene
FBgn0261385	scra	protein_coding_gene
FBgn0261386	Gpa2	protein_coding_gene
FBgn0261387	CG17528	protein_coding_gene
FBgn0261393	alpha-Est5	protein_coding_gene
FBgn0261394	Prosalpha3	protein_coding_gene
FBgn0261395	Prosalpha3T	protein_coding_gene
FBgn0261396	Rpn3	protein_coding_gene
FBgn0261397	didum	protein_coding_gene
FBgn0261399	Pp1-Y1	protein_coding_gene
FBgn0261401	Ir75c	protein_coding_gene
FBgn0261402	Ir75b	protein_coding_gene
FBgn0261403	sxc	protein_coding_gene
FBgn0261429	lncRNA:CR42646	lncRNA_gene
FBgn0261434	hkb	protein_coding_gene
FBgn0261436	DhpD	protein_coding_gene
FBgn0261437	CSN8	protein_coding_gene
FBgn0261439	SdhA	protein_coding_gene
FBgn0261444	CG3638	protein_coding_gene
FBgn0261445	sgl	protein_coding_gene
FBgn0261446	CG13377	protein_coding_gene
FBgn0261452	scaRNA:MeU2-G25	C_D_box_scaRNA_gene
FBgn0261453	scaRNA:MeU2-C41	C_D_box_scaRNA_gene
FBgn0261454	scaRNA:MeU4-A65	C_D_box_scaRNA_gene
FBgn0261455	scaRNA:MeU5-G38	C_D_box_scaRNA_gene
FBgn0261456	hpo	protein_coding_gene
FBgn0261458	capt	protein_coding_gene
FBgn0261461	RhoGAP18B	protein_coding_gene
FBgn0261477	slim	protein_coding_gene
FBgn0261479	nero	protein_coding_gene
FBgn0261501	CG42649	protein_coding_gene
FBgn0261502	CG42650	protein_coding_gene
FBgn0261503	lncRNA:CR42651	lncRNA_gene
FBgn0261504	7SLRNA:CR42652	SRP_RNA_gene
FBgn0261505	CR42653	pseudogene
FBgn0261506	CG42654	protein_coding_gene
FBgn0261507	CG42655	protein_coding_gene
FBgn0261508	CG42656	protein_coding_gene
FBgn0261509	haf	protein_coding_gene
FBgn0261514	NimA	protein_coding_gene
FBgn0261522	lncRNA:CR42657	lncRNA_gene
FBgn0261523	CG42658	protein_coding_gene
FBgn0261524	lic	protein_coding_gene
FBgn0261526	NT1	protein_coding_gene
FBgn0261529	ms(2)34Fe	protein_coding_gene
FBgn0261530	nbs	protein_coding_gene
FBgn0261531	CG42659	protein_coding_gene
FBgn0261532	cdm	protein_coding_gene
FBgn0261534	l(2)34Fc	protein_coding_gene
FBgn0261535	l(2)34Fd	protein_coding_gene
FBgn0261536	CG42660	protein_coding_gene
FBgn0261537	CG42661	protein_coding_gene
FBgn0261538	CG42662	protein_coding_gene
FBgn0261545	CG42663	protein_coding_gene
FBgn0261547	Exn	protein_coding_gene
FBgn0261549	rdgA	protein_coding_gene
FBgn0261550	Orp8	protein_coding_gene
FBgn0261552	ps	protein_coding_gene
FBgn0261553	CG42671	protein_coding_gene
FBgn0261554	CG42672	protein_coding_gene
FBgn0261555	CG42673	protein_coding_gene
FBgn0261556	CG42674	protein_coding_gene
FBgn0261560	Thor	protein_coding_gene
FBgn0261561	CG42675	protein_coding_gene
FBgn0261562	CG42676	protein_coding_gene
FBgn0261563	wb	protein_coding_gene
FBgn0261564	ReepA	protein_coding_gene
FBgn0261565	Lmpt	protein_coding_gene
FBgn0261566	CG42680	protein_coding_gene
FBgn0261567	CG42681	protein_coding_gene
FBgn0261568	CG42682	protein_coding_gene
FBgn0261570	raskol	protein_coding_gene
FBgn0261571	CG42685	protein_coding_gene
FBgn0261573	CoRest	protein_coding_gene
FBgn0261574	kug	protein_coding_gene
FBgn0261575	tobi	protein_coding_gene
FBgn0261580	CG42690	protein_coding_gene
FBgn0261581	CG42691	protein_coding_gene
FBgn0261582	CG42692	protein_coding_gene
FBgn0261583	CG42693	protein_coding_gene
FBgn0261584	CG42694	protein_coding_gene
FBgn0261586	lncRNA:CR42696	lncRNA_gene
FBgn0261587	CG42697	protein_coding_gene
FBgn0261588	pdm3	protein_coding_gene
FBgn0261592	RpS6	protein_coding_gene
FBgn0261596	RpS24	protein_coding_gene
FBgn0261597	RpS26	protein_coding_gene
FBgn0261599	RpS29	protein_coding_gene
FBgn0261602	RpL8	protein_coding_gene
FBgn0261608	RpL37A	protein_coding_gene
FBgn0261609	eIF2alpha	protein_coding_gene
FBgn0261610	CG42699	protein_coding_gene
FBgn0261611	CG42700	protein_coding_gene
FBgn0261612	CngA	protein_coding_gene
FBgn0261614	CG42703	protein_coding_gene
FBgn0261615	CG42704	protein_coding_gene
FBgn0261616	CG42705	protein_coding_gene
FBgn0261617	nej	protein_coding_gene
FBgn0261618	larp	protein_coding_gene
FBgn0261624	I-3	protein_coding_gene
FBgn0261625	GLS	protein_coding_gene
FBgn0261627	CG42710	protein_coding_gene
FBgn0261628	CG42711	protein_coding_gene
FBgn0261630	CG42713	protein_coding_gene
FBgn0261631	CG42714	protein_coding_gene
FBgn0261632	lncRNA:CR42715	lncRNA_gene
FBgn0261633	CG42716	protein_coding_gene
FBgn0261634	CG42717	protein_coding_gene
FBgn0261635	CG42718	protein_coding_gene
FBgn0261636	lncRNA:CR42719	lncRNA_gene
FBgn0261638	lncRNA:CR42721	lncRNA_gene
FBgn0261639	CR42722	pseudogene
FBgn0261640	CR42723	pseudogene
FBgn0261641	CG42724	protein_coding_gene
FBgn0261647	Axud1	protein_coding_gene
FBgn0261648	salm	protein_coding_gene
FBgn0261649	tinc	protein_coding_gene
FBgn0261671	tweek	protein_coding_gene
FBgn0261673	nemy	protein_coding_gene
FBgn0261674	CG42709	protein_coding_gene
FBgn0261675	Npc1b	protein_coding_gene
FBgn0261679	CG42726	protein_coding_gene
FBgn0261680	CG42727	protein_coding_gene
FBgn0261681	CG42728	protein_coding_gene
FBgn0261682	CG42729	protein_coding_gene
FBgn0261683	B9d2	protein_coding_gene
FBgn0261686	CG42733	protein_coding_gene
FBgn0261697	tctn	protein_coding_gene
FBgn0261698	SLO2	protein_coding_gene
FBgn0261700	lncRNA:CR42736	lncRNA_gene
FBgn0261702	asRNA:CR42738	antisense_lncRNA_gene
FBgn0261703	gce	protein_coding_gene
FBgn0261704	CG42740	protein_coding_gene
FBgn0261705	CG42741	protein_coding_gene
FBgn0261706	asRNA:CR42742	antisense_lncRNA_gene
FBgn0261707	asRNA:CR42743	antisense_lncRNA_gene
FBgn0261709	lncRNA:CR42746	lncRNA_gene
FBgn0261710	nocte	protein_coding_gene
FBgn0261714	Cpn	protein_coding_gene
FBgn0261722	fwe	protein_coding_gene
FBgn0261723	Dbx	protein_coding_gene
FBgn0261786	mi	protein_coding_gene
FBgn0261787	brun	protein_coding_gene
FBgn0261788	Ank2	protein_coding_gene
FBgn0261789	SmD2	protein_coding_gene
FBgn0261790	SmE	protein_coding_gene
FBgn0261791	SNRPG	protein_coding_gene
FBgn0261792	snRNP-U1-C	protein_coding_gene
FBgn0261793	Trf2	protein_coding_gene
FBgn0261794	kcc	protein_coding_gene
FBgn0261797	Dhc64C	protein_coding_gene
FBgn0261799	dsx-c73A	protein_coding_gene
FBgn0261800	LanB1	protein_coding_gene
FBgn0261801	CG42747	protein_coding_gene
FBgn0261802	CG42748	protein_coding_gene
FBgn0261803	CG42749	protein_coding_gene
FBgn0261804	CG42750	protein_coding_gene
FBgn0261805	CG42751	protein_coding_gene
FBgn0261806	CG42752	protein_coding_gene
FBgn0261807	CG42753	protein_coding_gene
FBgn0261808	cu	protein_coding_gene
FBgn0261811	pico	protein_coding_gene
FBgn0261813	lncRNA:CR42755	lncRNA_gene
FBgn0261814	lncRNA:CR42756	lncRNA_gene
FBgn0261816	CG42758	protein_coding_gene
FBgn0261817	CG42759	protein_coding_gene
FBgn0261822	Bsg	protein_coding_gene
FBgn0261823	Asx	protein_coding_gene
FBgn0261830	CG42762	protein_coding_gene
FBgn0261831	CG42763	protein_coding_gene
FBgn0261832	CG42764	protein_coding_gene
FBgn0261833	lncRNA:CR42765	lncRNA_gene
FBgn0261834	CG42766	protein_coding_gene
FBgn0261835	lncRNA:CR42767	lncRNA_gene
FBgn0261836	Msp300	protein_coding_gene
FBgn0261837	pre-mod(mdg4)-T	protein_coding_gene
FBgn0261838	pre-mod(mdg4)-Z	protein_coding_gene
FBgn0261839	pre-mod(mdg4)-Y	protein_coding_gene
FBgn0261840	pre-mod(mdg4)-X	protein_coding_gene
FBgn0261841	pre-mod(mdg4)-AD	protein_coding_gene
FBgn0261842	pre-mod(mdg4)-AE	protein_coding_gene
FBgn0261843	pre-mod(mdg4)-W	protein_coding_gene
